,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,Stratification2,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
453358,2013,2013,AL,Alabama,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,40.1,40.1,,,38.6,41.5,Gender,Male,,POINT (-86.63186076199969 32.84057112200048),1,DIS,DIS1_0,CRDPREV,GENDER,GENM
453360,2014,2014,MD,Maryland,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-76.60926011099963 39.29058096400047),24,DIS,DIS1_0,CRDPREV,RACE,AIAN
453364,2013,2013,WA,Washington,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,54.0,54.0,,,45.1,62.9,Race/Ethnicity,American Indian or Alaska Native,,POINT (-120.47001078999972 47.52227862900048),53,DIS,DIS1_0,CRDPREV,RACE,AIAN
453366,2014,2014,AR,Arkansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,50.2,50.2,,,47.0,53.4,Race/Ethnicity,"Black, non-Hispanic",,POINT (-92.27449074299966 34.74865012400045),5,DIS,DIS1_0,CRDPREV,RACE,BLK
453372,2018,2018,CT,Connecticut,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,36.6,36.6,,,32.5,40.8,Race/Ethnicity,Hispanic,,POINT (-72.64984095199964 41.56266102000046),9,DIS,DIS1_0,CRDPREV,RACE,HIS
453373,2019,2019,DC,District of Columbia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,37.5,37.5,,,32.5,42.6,Gender,Female,,POINT (-77.036871 38.907192),11,DIS,DIS1_0,CRDPREV,GENDER,GENF
453376,2014,2014,DE,Delaware,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,30.1,30.1,,,28.2,32.0,Gender,Female,,POINT (-75.57774116799965 39.008830667000495),10,DIS,DIS1_0,CRDPREV,GENDER,GENF
453379,2012,2012,MI,Michigan,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.9,34.9,,,34.2,35.6,Gender,Male,,POINT (-84.71439026999968 44.6613195430005),26,DIS,DIS1_0,CRDPREV,GENDER,GENM
453389,2016,2016,DE,Delaware,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-75.57774116799965 39.008830667000495),10,DIS,DIS1_0,CRDPREV,RACE,ASN
453393,2011,2011,MO,Missouri,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,38.2,38.2,,,37.2,39.2,Gender,Female,,POINT (-92.56630005299968 38.635790776000476),29,DIS,DIS1_0,CRDPREV,GENDER,GENF
453394,2012,2012,PR,Puerto Rico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,55.4,55.4,,,54.2,56.7,Gender,Female,,POINT (-66.590149 18.220833),72,DIS,DIS1_0,CRDPREV,GENDER,GENF
453397,2010,2010,OK,Oklahoma,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,42.0,42.0,,,40.8,43.2,Race/Ethnicity,"White, non-Hispanic",,POINT (-97.52107021399968 35.47203135600046),40,DIS,DIS1_0,CRDPREV,RACE,WHT
453398,2010,2010,OH,Ohio,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,36.5,36.5,,,35.9,37.1,Overall,Overall,,POINT (-82.40426005599966 40.06021014100048),39,DIS,DIS1_0,CRDPREV,OVERALL,OVR
453400,2014,2014,ME,Maine,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.1,32.1,,,30.3,33.9,Gender,Female,,POINT (-68.98503133599962 45.254228894000505),23,DIS,DIS1_0,CRDPREV,GENDER,GENF
453401,2016,2016,DC,District of Columbia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,20.4,20.4,,,16.7,24.1,Race/Ethnicity,"White, non-Hispanic",,POINT (-77.036871 38.907192),11,DIS,DIS1_0,CRDPREV,RACE,WHT
453403,2018,2018,HI,Hawaii,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.4,32.4,,,30.4,34.3,Gender,Male,,POINT (-157.85774940299973 21.304850435000446),15,DIS,DIS1_0,CRDPREV,GENDER,GENM
453404,2015,2015,VT,Vermont,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.5,34.5,,,31.9,37.1,Gender,Male,,POINT (-72.51764079099962 43.62538123900049),50,DIS,DIS1_0,CRDPREV,GENDER,GENM
453412,2011,2011,IA,Iowa,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.5,33.5,,,32.6,34.4,Overall,Overall,,POINT (-93.81649055599968 42.46940091300047),19,DIS,DIS1_0,CRDPREV,OVERALL,OVR
453424,2019,2019,IN,Indiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.1,34.1,,,33.5,34.7,Overall,Overall,,POINT (-86.14996019399968 39.766910452000445),18,DIS,DIS1_0,CRDPREV,OVERALL,OVR
453426,2014,2014,MT,Montana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.9,35.9,,,33.5,38.3,Gender,Male,,POINT (-109.42442064499971 47.06652897200047),30,DIS,DIS1_0,CRDPREV,GENDER,GENM
453432,2018,2018,KS,Kansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.1,39.1,,,37.8,40.4,Gender,Male,,POINT (-98.20078122699965 38.34774030000045),20,DIS,DIS1_0,CRDPREV,GENDER,GENM
453433,2012,2012,ME,Maine,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,55.8,55.8,,,29.9,81.6,Race/Ethnicity,Hispanic,,POINT (-68.98503133599962 45.254228894000505),23,DIS,DIS1_0,CRDPREV,RACE,HIS
453436,2017,2017,AK,Alaska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,POINT (-147.72205903599973 64.84507995700051),2,DIS,DIS1_0,CRDPREV,RACE,HIS
453437,2012,2012,NY,New York,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.8,33.8,,,33.4,34.2,Overall,Overall,,POINT (-75.54397042699964 42.82700103200045),36,DIS,DIS1_0,CRDPREV,OVERALL,OVR
453438,2013,2013,AR,Arkansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,41.8,41.8,,,40.2,43.3,Gender,Female,,POINT (-92.27449074299966 34.74865012400045),5,DIS,DIS1_0,CRDPREV,GENDER,GENF
453440,2017,2017,WV,West Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,46.6,46.6,,,44.6,48.5,Gender,Male,,POINT (-80.71264013499967 38.66551020200046),54,DIS,DIS1_0,CRDPREV,GENDER,GENM
453442,2019,2019,KY,Kentucky,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.3,39.3,,,38.3,40.3,Overall,Overall,,POINT (-84.77497104799966 37.645970271000465),21,DIS,DIS1_0,CRDPREV,OVERALL,OVR
453446,2012,2012,RI,Rhode Island,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.0,33.0,,,31.4,34.6,Race/Ethnicity,"White, non-Hispanic",,POINT (-71.52247031399963 41.70828019300046),44,DIS,DIS1_0,CRDPREV,RACE,WHT
453447,2018,2018,SD,South Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,24.5,24.5,,,4.2,44.9,Race/Ethnicity,Hispanic,,POINT (-100.3735306369997 44.353130053000484),46,DIS,DIS1_0,CRDPREV,RACE,HIS
453448,2017,2017,ME,Maine,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-68.98503133599962 45.254228894000505),23,DIS,DIS1_0,CRDPREV,RACE,AIAN
453456,2018,2018,AR,Arkansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,44.0,44.0,,,42.4,45.7,Gender,Male,,POINT (-92.27449074299966 34.74865012400045),5,DIS,DIS1_0,CRDPREV,GENDER,GENM
453457,2011,2011,RI,Rhode Island,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-71.52247031399963 41.70828019300046),44,DIS,DIS1_0,CRDPREV,RACE,BLK
453458,2010,2010,KY,Kentucky,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,49.7,49.7,,,45.6,53.8,Race/Ethnicity,"Black, non-Hispanic",,POINT (-84.77497104799966 37.645970271000465),21,DIS,DIS1_0,CRDPREV,RACE,BLK
453464,2015,2015,KS,Kansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,41.9,41.9,,,35.5,48.3,Race/Ethnicity,Hispanic,,POINT (-98.20078122699965 38.34774030000045),20,DIS,DIS1_0,CRDPREV,RACE,HIS
453469,2019,2019,OK,Oklahoma,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,40.5,40.5,,,39.6,41.4,Race/Ethnicity,"White, non-Hispanic",,POINT (-97.52107021399968 35.47203135600046),40,DIS,DIS1_0,CRDPREV,RACE,WHT
453471,2017,2017,NY,New York,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,30.8,30.8,,,30.3,31.3,Race/Ethnicity,"White, non-Hispanic",,POINT (-75.54397042699964 42.82700103200045),36,DIS,DIS1_0,CRDPREV,RACE,WHT
453475,2017,2017,CA,California,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,45.9,45.9,,,41.6,50.2,Race/Ethnicity,American Indian or Alaska Native,,POINT (-120.99999953799971 37.63864012300047),6,DIS,DIS1_0,CRDPREV,RACE,AIAN
453477,2010,2010,MO,Missouri,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,42.4,42.4,,,39.2,45.6,Race/Ethnicity,"Black, non-Hispanic",,POINT (-92.56630005299968 38.635790776000476),29,DIS,DIS1_0,CRDPREV,RACE,BLK
453500,2019,2019,NC,North Carolina,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.7,32.7,,,32.1,33.3,Race/Ethnicity,"White, non-Hispanic",,POINT (-79.15925046299964 35.466220975000454),37,DIS,DIS1_0,CRDPREV,RACE,WHT
453502,2017,2017,DE,Delaware,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,30.7,30.7,,,28.5,32.8,Gender,Female,,POINT (-75.57774116799965 39.008830667000495),10,DIS,DIS1_0,CRDPREV,GENDER,GENF
453505,2011,2011,MN,Minnesota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.3,39.3,,,30.7,47.8,Race/Ethnicity,Hispanic,,POINT (-94.79420050299967 46.35564873600049),27,DIS,DIS1_0,CRDPREV,RACE,HIS
453510,2016,2016,AL,Alabama,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,40.7,40.7,,,39.8,41.6,Overall,Overall,,POINT (-86.63186076199969 32.84057112200048),1,DIS,DIS1_0,CRDPREV,OVERALL,OVR
453511,2013,2013,SD,South Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,38.1,38.1,,,35.4,40.7,Gender,Male,,POINT (-100.3735306369997 44.353130053000484),46,DIS,DIS1_0,CRDPREV,GENDER,GENM
453513,2013,2013,ID,Idaho,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,37.1,37.1,,,34.9,39.4,Gender,Female,,POINT (-114.3637300419997 43.682630005000476),16,DIS,DIS1_0,CRDPREV,GENDER,GENF
453517,2014,2014,AR,Arkansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,41.8,41.8,,,40.7,42.9,Race/Ethnicity,"White, non-Hispanic",,POINT (-92.27449074299966 34.74865012400045),5,DIS,DIS1_0,CRDPREV,RACE,WHT
453519,2018,2018,ME,Maine,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.8,33.8,,,32.6,35.0,Overall,Overall,,POINT (-68.98503133599962 45.254228894000505),23,DIS,DIS1_0,CRDPREV,OVERALL,OVR
453528,2011,2011,IL,Illinois,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.2,35.2,,,34.7,35.7,Overall,Overall,,POINT (-88.99771017799969 40.48501028300046),17,DIS,DIS1_0,CRDPREV,OVERALL,OVR
453532,2012,2012,PA,Pennsylvania,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-77.86070029399963 40.79373015200048),42,DIS,DIS1_0,CRDPREV,RACE,AIAN
453533,2016,2016,NC,North Carolina,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.7,35.7,,,34.8,36.5,Gender,Male,,POINT (-79.15925046299964 35.466220975000454),37,DIS,DIS1_0,CRDPREV,GENDER,GENM
453534,2014,2014,VT,Vermont,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-72.51764079099962 43.62538123900049),50,DIS,DIS1_0,CRDPREV,RACE,BLK
453536,2010,2010,NY,New York,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-75.54397042699964 42.82700103200045),36,DIS,DIS1_0,CRDPREV,RACE,AIAN
453539,2019,2019,MT,Montana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,36.5,36.5,,,33.2,39.8,Gender,Male,,POINT (-109.42442064499971 47.06652897200047),30,DIS,DIS1_0,CRDPREV,GENDER,GENM
453545,2017,2017,NE,Nebraska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.3,34.3,,,33.1,35.5,Overall,Overall,,POINT (-99.36572062299967 41.6410409880005),31,DIS,DIS1_0,CRDPREV,OVERALL,OVR
453548,2013,2013,MD,Maryland,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.7,34.7,,,33.7,35.6,Gender,Female,,POINT (-76.60926011099963 39.29058096400047),24,DIS,DIS1_0,CRDPREV,GENDER,GENF
453552,2014,2014,FL,Florida,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.8,32.8,,,32.3,33.3,Race/Ethnicity,"White, non-Hispanic",,POINT (-81.92896053899966 28.932040377000476),12,DIS,DIS1_0,CRDPREV,RACE,WHT
453553,2011,2011,MI,Michigan,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,42.8,42.8,,,41.1,44.5,Race/Ethnicity,"Black, non-Hispanic",,POINT (-84.71439026999968 44.6613195430005),26,DIS,DIS1_0,CRDPREV,RACE,BLK
453557,2012,2012,NJ,New Jersey,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,30.3,30.3,,,29.5,31.1,Gender,Male,,POINT (-74.27369128799967 40.13057004800049),34,DIS,DIS1_0,CRDPREV,GENDER,GENM
453559,2016,2016,ID,Idaho,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.1,32.1,,,30.4,33.8,Gender,Female,,POINT (-114.3637300419997 43.682630005000476),16,DIS,DIS1_0,CRDPREV,GENDER,GENF
453560,2012,2012,DE,Delaware,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-75.57774116799965 39.008830667000495),10,DIS,DIS1_0,CRDPREV,RACE,ASN
453562,2018,2018,WY,Wyoming,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,29.7,29.7,,,28.8,30.5,Gender,Female,,POINT (-108.10983035299967 43.23554134300048),56,DIS,DIS1_0,CRDPREV,GENDER,GENF
453571,2013,2013,NM,New Mexico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,57.0,57.0,,,52.6,61.4,Race/Ethnicity,American Indian or Alaska Native,,POINT (-106.24058098499967 34.52088095200048),35,DIS,DIS1_0,CRDPREV,RACE,AIAN
453578,2015,2015,NE,Nebraska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.4,34.4,,,32.9,36.0,Gender,Male,,POINT (-99.36572062299967 41.6410409880005),31,DIS,DIS1_0,CRDPREV,GENDER,GENM
453579,2011,2011,CA,California,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.5,34.5,,,33.9,35.0,Gender,Male,,POINT (-120.99999953799971 37.63864012300047),6,DIS,DIS1_0,CRDPREV,GENDER,GENM
453580,2010,2010,DE,Delaware,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,30.8,30.8,,,29.1,32.5,Race/Ethnicity,"White, non-Hispanic",,POINT (-75.57774116799965 39.008830667000495),10,DIS,DIS1_0,CRDPREV,RACE,WHT
453585,2016,2016,MS,Mississippi,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,48.2,48.2,,,29.0,67.4,Race/Ethnicity,Hispanic,,POINT (-89.53803082499968 32.745510099000455),28,DIS,DIS1_0,CRDPREV,RACE,HIS
453596,2013,2013,KY,Kentucky,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-84.77497104799966 37.645970271000465),21,DIS,DIS1_0,CRDPREV,RACE,AIAN
453605,2010,2010,TX,Texas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,41.4,41.4,,,40.7,42.0,Gender,Female,,POINT (-99.42677020599967 31.827240407000488),48,DIS,DIS1_0,CRDPREV,GENDER,GENF
453611,2013,2013,PA,Pennsylvania,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.5,33.5,,,32.9,34.2,Gender,Male,,POINT (-77.86070029399963 40.79373015200048),42,DIS,DIS1_0,CRDPREV,GENDER,GENM
453618,2014,2014,RI,Rhode Island,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.9,34.9,,,32.4,37.4,Gender,Male,,POINT (-71.52247031399963 41.70828019300046),44,DIS,DIS1_0,CRDPREV,GENDER,GENM
453620,2018,2018,FL,Florida,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.3,32.3,,,31.7,32.9,Gender,Male,,POINT (-81.92896053899966 28.932040377000476),12,DIS,DIS1_0,CRDPREV,GENDER,GENM
453624,2017,2017,ID,Idaho,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-114.3637300419997 43.682630005000476),16,DIS,DIS1_0,CRDPREV,RACE,AIAN
453632,2014,2014,UT,Utah,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-111.58713063499971 39.360700171000474),49,DIS,DIS1_0,CRDPREV,RACE,ASN
453633,2013,2013,AR,Arkansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,51.7,51.7,,,47.7,55.7,Race/Ethnicity,"Black, non-Hispanic",,POINT (-92.27449074299966 34.74865012400045),5,DIS,DIS1_0,CRDPREV,RACE,BLK
453637,2016,2016,PA,Pennsylvania,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-77.86070029399963 40.79373015200048),42,DIS,DIS1_0,CRDPREV,RACE,AIAN
453640,2017,2017,US,United States,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,38.0,38.0,,,37.6,38.4,Race/Ethnicity,Hispanic,,,59,DIS,DIS1_0,CRDPREV,RACE,HIS
453642,2017,2017,WA,Washington,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,42.0,42.0,,,36.7,47.3,Race/Ethnicity,Hispanic,,POINT (-120.47001078999972 47.52227862900048),53,DIS,DIS1_0,CRDPREV,RACE,HIS
453643,2012,2012,VA,Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,40.7,40.7,,,38.8,42.6,Race/Ethnicity,"Black, non-Hispanic",,POINT (-78.45789046299967 37.54268067400045),51,DIS,DIS1_0,CRDPREV,RACE,BLK
453646,2010,2010,WI,Wisconsin,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.9,32.9,,,31.8,33.9,Gender,Male,,POINT (-89.81637074199966 44.39319117400049),55,DIS,DIS1_0,CRDPREV,GENDER,GENM
453647,2012,2012,MA,Massachusetts,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.1,35.1,,,34.1,36.1,Gender,Female,,POINT (-72.08269067499964 42.27687047000046),25,DIS,DIS1_0,CRDPREV,GENDER,GENF
453649,2012,2012,CO,Colorado,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.8,32.8,,,31.7,33.8,Gender,Female,,POINT (-106.13361092099967 38.843840757000464),8,DIS,DIS1_0,CRDPREV,GENDER,GENF
453651,2010,2010,GA,Georgia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,38.7,38.7,,,37.8,39.6,Race/Ethnicity,"White, non-Hispanic",,POINT (-83.62758034599966 32.83968109300048),13,DIS,DIS1_0,CRDPREV,RACE,WHT
453652,2017,2017,PA,Pennsylvania,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.7,33.7,,,33.0,34.4,Gender,Male,,POINT (-77.86070029399963 40.79373015200048),42,DIS,DIS1_0,CRDPREV,GENDER,GENM
453655,2016,2016,SD,South Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.4,33.4,,,31.5,35.3,Race/Ethnicity,"White, non-Hispanic",,POINT (-100.3735306369997 44.353130053000484),46,DIS,DIS1_0,CRDPREV,RACE,WHT
453671,2013,2013,WV,West Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,45.5,45.5,,,44.2,46.8,Overall,Overall,,POINT (-80.71264013499967 38.66551020200046),54,DIS,DIS1_0,CRDPREV,OVERALL,OVR
453675,2014,2014,PA,Pennsylvania,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,29.6,29.6,,,26.0,33.2,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-77.86070029399963 40.79373015200048),42,DIS,DIS1_0,CRDPREV,RACE,ASN
453681,2014,2014,NJ,New Jersey,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.1,33.1,,,32.5,33.7,Overall,Overall,,POINT (-74.27369128799967 40.13057004800049),34,DIS,DIS1_0,CRDPREV,OVERALL,OVR
453682,2013,2013,IL,Illinois,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.3,34.3,,,33.6,35.0,Gender,Male,,POINT (-88.99771017799969 40.48501028300046),17,DIS,DIS1_0,CRDPREV,GENDER,GENM
453685,2015,2015,CA,California,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.9,33.9,,,33.4,34.3,Gender,Male,,POINT (-120.99999953799971 37.63864012300047),6,DIS,DIS1_0,CRDPREV,GENDER,GENM
453688,2013,2013,MS,Mississippi,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-89.53803082499968 32.745510099000455),28,DIS,DIS1_0,CRDPREV,RACE,AIAN
453696,2019,2019,AR,Arkansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,41.2,41.2,,,40.0,42.4,Overall,Overall,,POINT (-92.27449074299966 34.74865012400045),5,DIS,DIS1_0,CRDPREV,OVERALL,OVR
453697,2015,2015,OH,Ohio,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.2,34.2,,,33.5,34.9,Gender,Male,,POINT (-82.40426005599966 40.06021014100048),39,DIS,DIS1_0,CRDPREV,GENDER,GENM
453702,2013,2013,US,United States,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,41.5,41.5,,,41.1,41.9,Race/Ethnicity,"Black, non-Hispanic",,,59,DIS,DIS1_0,CRDPREV,RACE,BLK
453706,2013,2013,DE,Delaware,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-75.57774116799965 39.008830667000495),10,DIS,DIS1_0,CRDPREV,RACE,AIAN
453719,2013,2013,PA,Pennsylvania,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.6,33.6,,,33.2,34.0,Race/Ethnicity,"White, non-Hispanic",,POINT (-77.86070029399963 40.79373015200048),42,DIS,DIS1_0,CRDPREV,RACE,WHT
453723,2017,2017,MA,Massachusetts,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-72.08269067499964 42.27687047000046),25,DIS,DIS1_0,CRDPREV,RACE,AIAN
453729,2017,2017,TX,Texas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,28.4,28.4,,,26.1,30.7,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-99.42677020599967 31.827240407000488),48,DIS,DIS1_0,CRDPREV,RACE,ASN
